Institute,Program,Seat Type,Gender,OR,CR
IIT (BHU) Varanasi,Pharmaceutical Engineering & Technology (5 Years B.Tech & M.Tech (Dual Degree)),SC,Gender-Neutral,3135,3141
IIT (BHU) Varanasi,Pharmaceutical Engineering & Technology (5 Years B.Tech & M.Tech (Dual Degree)),SC,Female-only (including Supernumerary),4524,4524
IIT (BHU) Varanasi,Pharmaceutical Engineering & Technology (5 Years B.Tech & M.Tech (Dual Degree)),ST,Gender-Neutral,1478,1515
IIT Guwahati,Chemical Engineering (4 Years B.Tech),EWS,Gender-Neutral,867,1046
IIT Guwahati,Chemical Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),2203,2270
IIT Guwahati,Chemical Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,2413,2630
IIT Guwahati,Chemical Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),5621,6011
IIT Guwahati,Chemical Engineering (4 Years B.Tech),OPEN,Gender-Neutral,4618,5363
IIT Guwahati,Chemical Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),11635,12557
IIT Guwahati,Chemical Engineering (4 Years B.Tech),SC,Gender-Neutral,1224,1442
IIT Guwahati,Chemical Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),2450,2736
IIT Guwahati,Chemical Engineering (4 Years B.Tech),ST,Gender-Neutral,743,811
IIT Guwahati,Chemical Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),1317,1398
IIT Guwahati,Chemical Science and Technology (4 Years B.Tech),EWS,Gender-Neutral,1082,1198
IIT Guwahati,Chemical Science and Technology (4 Years B.Tech),EWS,Female-only (including Supernumerary),2349,2349
IIT Guwahati,Chemical Science and Technology (4 Years B.Tech),OBC-NCL,Gender-Neutral,2271,3307
IIT Guwahati,Chemical Science and Technology (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),6121,6918
IIT Guwahati,Chemical Science and Technology (4 Years B.Tech),OPEN,Gender-Neutral,5443,6834
IIT Guwahati,Chemical Science and Technology (4 Years B.Tech),OPEN,Female-only (including Supernumerary),11731,14720
IIT Guwahati,Chemical Science and Technology (4 Years B.Tech),SC,Gender-Neutral,1554,1868
IIT Guwahati,Chemical Science and Technology (4 Years B.Tech),SC,Female-only (including Supernumerary),3483,3516
IIT Guwahati,Chemical Science and Technology (4 Years B.Tech),ST,Gender-Neutral,869,993
IIT Guwahati,Chemical Science and Technology (4 Years B.Tech),ST,Female-only (including Supernumerary),916,916
IIT Guwahati,Civil Engineering (4 Years B.Tech),EWS,Gender-Neutral,1178,1300
IIT Guwahati,Civil Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),2545,2598
IIT Guwahati,Civil Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,2946,3258
IIT Guwahati,Civil Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),6204,7488
IIT Guwahati,Civil Engineering (4 Years B.Tech),OPEN,Gender-Neutral,5869,7670
IIT Guwahati,Civil Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),15033,16581
IIT Guwahati,Civil Engineering (4 Years B.Tech),SC,Gender-Neutral,1577,1761
IIT Guwahati,Civil Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),3091,3290
IIT Guwahati,Civil Engineering (4 Years B.Tech),ST,Gender-Neutral,361,624
IIT Guwahati,Civil Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),670,1246
IIT Guwahati,Computer Science and Engineering (4 Years B.Tech),EWS,Gender-Neutral,87,128
IIT Guwahati,Computer Science and Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),419,419
IIT Guwahati,Computer Science and Engineering (4 Years B.Tech),EWS (PwD),Gender-Neutral,6,6
IIT Guwahati,Computer Science and Engineering (4 Years B.Tech),EWS (PwD),Female-only (including Supernumerary),31,31
IIT Guwahati,Computer Science and Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,212,364
IIT Guwahati,Computer Science and Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),862,950
IIT Guwahati,Computer Science and Engineering (4 Years B.Tech),OBC-NCL (PwD),Gender-Neutral,13,13
IIT Guwahati,Computer Science and Engineering (4 Years B.Tech),OPEN,Gender-Neutral,466,623
IIT Guwahati,Computer Science and Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),1788,2332
IIT Guwahati,Computer Science and Engineering (4 Years B.Tech),OPEN (PwD),Gender-Neutral,26,26
IIT Guwahati,Computer Science and Engineering (4 Years B.Tech),OPEN (PwD),Female-only (including Supernumerary),119,119
IIT Guwahati,Computer Science and Engineering (4 Years B.Tech),SC,Gender-Neutral,134,181
IIT Guwahati,Computer Science and Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),481,677
IIT Guwahati,Computer Science and Engineering (4 Years B.Tech),SC (PwD),Gender-Neutral,4,4
IIT Guwahati,Computer Science and Engineering (4 Years B.Tech),ST,Gender-Neutral,74,100
IIT Guwahati,Computer Science and Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),231,263
IIT Guwahati,Electronics and Communication Engineering (4 Years B.Tech),EWS,Gender-Neutral,267,347
IIT Guwahati,Electronics and Communication Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),915,990
IIT Guwahati,Electronics and Communication Engineering (4 Years B.Tech),EWS (PwD),Gender-Neutral,6,6
IIT Guwahati,Electronics and Communication Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,682,869
IIT Guwahati,Electronics and Communication Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),2114,2462
IIT Guwahati,Electronics and Communication Engineering (4 Years B.Tech),OBC-NCL (PwD),Gender-Neutral,22,22
IIT Guwahati,Electronics and Communication Engineering (4 Years B.Tech),OPEN,Gender-Neutral,1462,1658
IIT Guwahati,Electronics and Communication Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),3688,4679
IIT Guwahati,Electronics and Communication Engineering (4 Years B.Tech),OPEN (PwD),Gender-Neutral,74,92
IIT Guwahati,Electronics and Communication Engineering (4 Years B.Tech),OPEN (PwD),Female-only (including Supernumerary),283,283
IIT Guwahati,Electronics and Communication Engineering (4 Years B.Tech),SC,Gender-Neutral,351,485
IIT Guwahati,Electronics and Communication Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),1230,1422
IIT Guwahati,Electronics and Communication Engineering (4 Years B.Tech),SC (PwD),Gender-Neutral,13,13
IIT Guwahati,Electronics and Communication Engineering (4 Years B.Tech),ST,Gender-Neutral,204,282
IIT Guwahati,Electronics and Communication Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),556,556
IIT Guwahati,Electronics and Electrical Engineering (4 Years B.Tech),EWS,Gender-Neutral,368,412
IIT Guwahati,Electronics and Electrical Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),1131,1131
IIT Guwahati,Electronics and Electrical Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,926,1040
IIT Guwahati,Electronics and Electrical Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),2364,3045
IIT Guwahati,Electronics and Electrical Engineering (4 Years B.Tech),OBC-NCL (PwD),Gender-Neutral,81,81
IIT Guwahati,Electronics and Electrical Engineering (4 Years B.Tech),OPEN,Gender-Neutral,1686,2217
IIT Guwahati,Electronics and Electrical Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),5193,6141
IIT Guwahati,Electronics and Electrical Engineering (4 Years B.Tech),OPEN (PwD),Gender-Neutral,157,157
IIT Guwahati,Electronics and Electrical Engineering (4 Years B.Tech),SC,Gender-Neutral,556,585
IIT Guwahati,Electronics and Electrical Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),1423,1429
IIT Guwahati,Electronics and Electrical Engineering (4 Years B.Tech),ST,Gender-Neutral,108,328
IIT Guwahati,Electronics and Electrical Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),663,663
IIT Guwahati,Engineering Physics (4 Years B.Tech),EWS,Gender-Neutral,1007,1287
IIT Guwahati,Engineering Physics (4 Years B.Tech),EWS,Female-only (including Supernumerary),2192,2192
IIT Guwahati,Engineering Physics (4 Years B.Tech),OBC-NCL,Gender-Neutral,2648,3222
IIT Guwahati,Engineering Physics (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),4962,7221
IIT Guwahati,Engineering Physics (4 Years B.Tech),OPEN,Gender-Neutral,4302,5686
IIT Guwahati,Engineering Physics (4 Years B.Tech),OPEN,Female-only (including Supernumerary),10217,14111
IIT Guwahati,Engineering Physics (4 Years B.Tech),SC,Gender-Neutral,1839,2061
IIT Guwahati,Engineering Physics (4 Years B.Tech),SC,Female-only (including Supernumerary),3264,3913
IIT Guwahati,Engineering Physics (4 Years B.Tech),ST,Gender-Neutral,1130,1216
IIT Guwahati,Engineering Physics (4 Years B.Tech),ST,Female-only (including Supernumerary),1719,1719
IIT Guwahati,Mechanical Engineering (4 Years B.Tech),EWS,Gender-Neutral,639,793
IIT Guwahati,Mechanical Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),1794,2141
IIT Guwahati,Mechanical Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,1778,2139
IIT Guwahati,Mechanical Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),4122,5376
IIT Guwahati,Mechanical Engineering (4 Years B.Tech),OPEN,Gender-Neutral,3130,4523
IIT Guwahati,Mechanical Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),7018,12046
IIT Guwahati,Mechanical Engineering (4 Years B.Tech),OPEN (PwD),Gender-Neutral,261,261
IIT Guwahati,Mechanical Engineering (4 Years B.Tech),SC,Gender-Neutral,613,1126
IIT Guwahati,Mechanical Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),2687,2978
IIT Guwahati,Mechanical Engineering (4 Years B.Tech),ST,Gender-Neutral,453,579
IIT Guwahati,Mechanical Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),947,1436
IIT Guwahati,Data Science and Artificial Intelligence (4 Years B.Tech),EWS,Gender-Neutral,134,157
IIT Guwahati,Data Science and Artificial Intelligence (4 Years B.Tech),EWS,Female-only (including Supernumerary),493,493
IIT Guwahati,Data Science and Artificial Intelligence (4 Years B.Tech),OBC-NCL,Gender-Neutral,360,479
IIT Guwahati,Data Science and Artificial Intelligence (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),1151,1186
IIT Guwahati,Data Science and Artificial Intelligence (4 Years B.Tech),OPEN,Gender-Neutral,829,995
IIT Guwahati,Data Science and Artificial Intelligence (4 Years B.Tech),OPEN,Female-only (including Supernumerary),2228,2748
IIT Guwahati,Data Science and Artificial Intelligence (4 Years B.Tech),SC,Gender-Neutral,228,293
IIT Guwahati,Data Science and Artificial Intelligence (4 Years B.Tech),SC,Female-only (including Supernumerary),847,847
IIT Guwahati,Data Science and Artificial Intelligence (4 Years B.Tech),ST,Gender-Neutral,140,160
IIT Guwahati,Data Science and Artificial Intelligence (4 Years B.Tech),ST,Female-only (including Supernumerary),379,379
IIT Guwahati,Biosciences and Bioengineering (4 Years B.Tech),EWS,Gender-Neutral,1224,1522
IIT Guwahati,Biosciences and Bioengineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),3055,3292
IIT Guwahati,Biosciences and Bioengineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,3576,4051
IIT Guwahati,Biosciences and Bioengineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),7828,8486
IIT Guwahati,Biosciences and Bioengineering (4 Years B.Tech),OPEN,Gender-Neutral,7410,9178
IIT Guwahati,Biosciences and Bioengineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),15505,17156
IIT Guwahati,Biosciences and Bioengineering (4 Years B.Tech),SC,Gender-Neutral,2139,2616
IIT Guwahati,Biosciences and Bioengineering (4 Years B.Tech),SC,Female-only (including Supernumerary),3345,4053
IIT Guwahati,Biosciences and Bioengineering (4 Years B.Tech),ST,Gender-Neutral,1198,1318
IIT Guwahati,Biosciences and Bioengineering (4 Years B.Tech),ST,Female-only (including Supernumerary),1766,1766
IIT Guwahati,Energy Engineering (4 Years B.Tech),EWS,Gender-Neutral,1076,1109
IIT Guwahati,Energy Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,2328,2802
IIT Guwahati,Energy Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),6588,6588
IIT Guwahati,Energy Engineering (4 Years B.Tech),OPEN,Gender-Neutral,4960,5920
IIT Guwahati,Energy Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),9754,11615
IIT Guwahati,Energy Engineering (4 Years B.Tech),SC,Gender-Neutral,1495,1682
IIT Guwahati,Energy Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),2698,2698
IIT Guwahati,Energy Engineering (4 Years B.Tech),ST,Gender-Neutral,720,720
IIT Guwahati,Mathematics and Computing (4 Years B.Tech),EWS,Gender-Neutral,161,180
IIT Guwahati,Mathematics and Computing (4 Years B.Tech),EWS,Female-only (including Supernumerary),649,743
IIT Guwahati,Mathematics and Computing (4 Years B.Tech),OBC-NCL,Gender-Neutral,372,614
IIT Guwahati,Mathematics and Computing (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),1179,1649
IIT Guwahati,Mathematics and Computing (4 Years B.Tech),OBC-NCL (PwD),Gender-Neutral,49,49
IIT Guwahati,Mathematics and Computing (4 Years B.Tech),OPEN,Gender-Neutral,722,1021
IIT Guwahati,Mathematics and Computing (4 Years B.Tech),OPEN,Female-only (including Supernumerary),2578,3350
IIT Guwahati,Mathematics and Computing (4 Years B.Tech),OPEN (PwD),Gender-Neutral,67,67
IIT Guwahati,Mathematics and Computing (4 Years B.Tech),SC,Gender-Neutral,272,393
IIT Guwahati,Mathematics and Computing (4 Years B.Tech),SC,Female-only (including Supernumerary),952,1164
IIT Guwahati,Mathematics and Computing (4 Years B.Tech),ST,Gender-Neutral,195,227
IIT Guwahati,Mathematics and Computing (4 Years B.Tech),ST,Female-only (including Supernumerary),533,533
IIT Bhilai,Computer Science and Engineering (4 Years B.Tech),EWS,Gender-Neutral,914,1018
IIT Bhilai,Computer Science and Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),2023,2023
IIT Bhilai,Computer Science and Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,2173,2470
IIT Bhilai,Computer Science and Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),3453,5333
IIT Bhilai,Computer Science and Engineering (4 Years B.Tech),OPEN,Gender-Neutral,3471,6516
IIT Bhilai,Computer Science and Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),10240,11544
IIT Bhilai,Computer Science and Engineering (4 Years B.Tech),OPEN (PwD),Gender-Neutral,124,124
IIT Bhilai,Computer Science and Engineering (4 Years B.Tech),SC,Gender-Neutral,879,1021
IIT Bhilai,Computer Science and Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),2083,2194
IIT Bhilai,Computer Science and Engineering (4 Years B.Tech),ST,Gender-Neutral,209,612
IIT Bhilai,Electrical Engineering (4 Years B.Tech),EWS,Gender-Neutral,1516,1648
IIT Bhilai,Electrical Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),2940,2940
IIT Bhilai,Electrical Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,3003,3999
IIT Bhilai,Electrical Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),7109,8020
IIT Bhilai,Electrical Engineering (4 Years B.Tech),OPEN,Gender-Neutral,7987,10709
IIT Bhilai,Electrical Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),16917,17772
IIT Bhilai,Electrical Engineering (4 Years B.Tech),SC,Gender-Neutral,1803,2207
IIT Bhilai,Electrical Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),3134,3408
IIT Bhilai,Electrical Engineering (4 Years B.Tech),ST,Gender-Neutral,826,1068
IIT Bhilai,Electrical Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),1521,1521
IIT Bhilai,Electronics and Communication Engineering (4 Years B.Tech),EWS,Gender-Neutral,1265,1286
IIT Bhilai,Electronics and Communication Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),2335,2335
IIT Bhilai,Electronics and Communication Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,2982,3539
IIT Bhilai,Electronics and Communication Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),6070,7148
IIT Bhilai,Electronics and Communication Engineering (4 Years B.Tech),OPEN,Gender-Neutral,8375,9472
IIT Bhilai,Electronics and Communication Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),15017,15657
IIT Bhilai,Electronics and Communication Engineering (4 Years B.Tech),OPEN (PwD),Gender-Neutral,343,343
IIT Bhilai,Electronics and Communication Engineering (4 Years B.Tech),SC,Gender-Neutral,1814,1904
IIT Bhilai,Electronics and Communication Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),2952,2952
IIT Bhilai,Electronics and Communication Engineering (4 Years B.Tech),ST,Gender-Neutral,777,902
IIT Bhilai,Electronics and Communication Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),1506,1506
IIT Bhilai,Mechanical Engineering (4 Years B.Tech),EWS,Gender-Neutral,1787,2017
IIT Bhilai,Mechanical Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),3827,3827
IIT Bhilai,Mechanical Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,4449,4803
IIT Bhilai,Mechanical Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),8617,8930
IIT Bhilai,Mechanical Engineering (4 Years B.Tech),OPEN,Gender-Neutral,11065,13137
IIT Bhilai,Mechanical Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),21738,23440
IIT Bhilai,Mechanical Engineering (4 Years B.Tech),SC,Gender-Neutral,2360,2609
IIT Bhilai,Mechanical Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),4142,4142
IIT Bhilai,Mechanical Engineering (4 Years B.Tech),ST,Gender-Neutral,1169,1230
IIT Bhilai,Mechanical Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),306,306
IIT Bhilai,Materials Science and Metallurgical Engineering (4 Years B.Tech),EWS,Gender-Neutral,2338,2378
IIT Bhilai,Materials Science and Metallurgical Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,5647,5810
IIT Bhilai,Materials Science and Metallurgical Engineering (4 Years B.Tech),OPEN,Gender-Neutral,15066,15871
IIT Bhilai,Materials Science and Metallurgical Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),25106,25107
IIT Bhilai,Materials Science and Metallurgical Engineering (4 Years B.Tech),SC,Gender-Neutral,3057,3089
IIT Bhilai,Materials Science and Metallurgical Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),4676,4676
IIT Bhilai,Materials Science and Metallurgical Engineering (4 Years B.Tech),ST,Gender-Neutral,1379,1379
IIT Bhilai,Mechatronics Engineering (4 Years B.Tech),EWS,Gender-Neutral,1739,1739
IIT Bhilai,Mechatronics Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),3412,3412
IIT Bhilai,Mechatronics Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,3016,4511
IIT Bhilai,Mechatronics Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),7479,7479
IIT Bhilai,Mechatronics Engineering (4 Years B.Tech),OPEN,Gender-Neutral,8535,10843
IIT Bhilai,Mechatronics Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),15399,15399
IIT Bhilai,Mechatronics Engineering (4 Years B.Tech),SC,Gender-Neutral,1872,2189
IIT Bhilai,Mechatronics Engineering (4 Years B.Tech),ST,Gender-Neutral,1204,1327
IIT Bhilai,Mechatronics Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),622,622
IIT Bhilai,Data Science and Artificial Intelligence (4 Years B.Tech),EWS,Gender-Neutral,1086,1201
IIT Bhilai,Data Science and Artificial Intelligence (4 Years B.Tech),EWS,Female-only (including Supernumerary),2172,2172
IIT Bhilai,Data Science and Artificial Intelligence (4 Years B.Tech),OBC-NCL,Gender-Neutral,2482,2811
IIT Bhilai,Data Science and Artificial Intelligence (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),5797,5994
IIT Bhilai,Data Science and Artificial Intelligence (4 Years B.Tech),OPEN,Gender-Neutral,6043,7570
IIT Bhilai,Data Science and Artificial Intelligence (4 Years B.Tech),OPEN,Female-only (including Supernumerary),12695,14348
IIT Bhilai,Data Science and Artificial Intelligence (4 Years B.Tech),OPEN (PwD),Gender-Neutral,126,126
IIT Bhilai,Data Science and Artificial Intelligence (4 Years B.Tech),SC,Gender-Neutral,1191,1332
IIT Bhilai,Data Science and Artificial Intelligence (4 Years B.Tech),SC,Female-only (including Supernumerary),2443,2443
IIT Bhilai,Data Science and Artificial Intelligence (4 Years B.Tech),ST,Gender-Neutral,613,687
IIT Goa,Computer Science and Engineering (4 Years B.Tech),EWS,Gender-Neutral,647,776
IIT Goa,Computer Science and Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),2155,2155
IIT Goa,Computer Science and Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,1756,2002
IIT Goa,Computer Science and Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),4318,5336
IIT Goa,Computer Science and Engineering (4 Years B.Tech),OBC-NCL (PwD),Gender-Neutral,120,120
IIT Goa,Computer Science and Engineering (4 Years B.Tech),OPEN,Gender-Neutral,4070,5371
IIT Goa,Computer Science and Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),10256,11151
IIT Goa,Computer Science and Engineering (4 Years B.Tech),SC,Gender-Neutral,732,1024
IIT Goa,Computer Science and Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),968,968
IIT Goa,Computer Science and Engineering (4 Years B.Tech),ST,Gender-Neutral,399,519
IIT Goa,Computer Science and Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),1272,1272
IIT Goa,Electrical Engineering (4 Years B.Tech),EWS,Gender-Neutral,1366,1634
IIT Goa,Electrical Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),2597,2597
IIT Goa,Electrical Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,2992,3573
IIT Goa,Electrical Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),7365,7435
IIT Goa,Electrical Engineering (4 Years B.Tech),OPEN,Gender-Neutral,7765,9603
IIT Goa,Electrical Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),15164,16560
IIT Goa,Electrical Engineering (4 Years B.Tech),SC,Gender-Neutral,1771,1889
IIT Goa,Electrical Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),2935,2935
IIT Goa,Electrical Engineering (4 Years B.Tech),ST,Gender-Neutral,926,961
IIT Goa,Electrical Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),1660,1660
IIT Goa,Mechanical Engineering (4 Years B.Tech),EWS,Gender-Neutral,1682,1781
IIT Goa,Mechanical Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),3178,3178
IIT Goa,Mechanical Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,4133,4696
IIT Goa,Mechanical Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),9232,9256
IIT Goa,Mechanical Engineering (4 Years B.Tech),OPEN,Gender-Neutral,10277,12066
IIT Goa,Mechanical Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),19611,20054
IIT Goa,Mechanical Engineering (4 Years B.Tech),SC,Gender-Neutral,2175,2427
IIT Goa,Mechanical Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),4019,4169
IIT Goa,Mechanical Engineering (4 Years B.Tech),ST,Gender-Neutral,1065,1151
IIT Goa,Mechanical Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),544,544
IIT Goa,Mathematics and Computing (4 Years B.Tech),EWS,Gender-Neutral,950,1138
IIT Goa,Mathematics and Computing (4 Years B.Tech),OBC-NCL,Gender-Neutral,2103,2593
IIT Goa,Mathematics and Computing (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),5327,5977
IIT Goa,Mathematics and Computing (4 Years B.Tech),OPEN,Gender-Neutral,4928,6685
IIT Goa,Mathematics and Computing (4 Years B.Tech),OPEN,Female-only (including Supernumerary),12515,13381
IIT Goa,Mathematics and Computing (4 Years B.Tech),SC,Gender-Neutral,1352,1613
IIT Goa,Mathematics and Computing (4 Years B.Tech),ST,Gender-Neutral,787,814
IIT Palakkad,Civil Engineering (4 Years B.Tech),EWS,Gender-Neutral,2242,2408
IIT Palakkad,Civil Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),4351,4351
IIT Palakkad,Civil Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,4276,5565
IIT Palakkad,Civil Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),9281,9281
IIT Palakkad,Civil Engineering (4 Years B.Tech),OPEN,Gender-Neutral,12874,15812
IIT Palakkad,Civil Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),19444,23384
IIT Palakkad,Civil Engineering (4 Years B.Tech),SC,Gender-Neutral,2633,2845
IIT Palakkad,Civil Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),4304,4304
IIT Palakkad,Civil Engineering (4 Years B.Tech),ST,Gender-Neutral,1153,1153
IIT Palakkad,Civil Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),275,275
IIT Palakkad,Computer Science and Engineering (4 Years B.Tech),EWS,Gender-Neutral,794,819
IIT Palakkad,Computer Science and Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),1841,1841
IIT Palakkad,Computer Science and Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,1567,2069
IIT Palakkad,Computer Science and Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),3591,3962
IIT Palakkad,Computer Science and Engineering (4 Years B.Tech),OBC-NCL (PwD),Gender-Neutral,41,41
IIT Palakkad,Computer Science and Engineering (4 Years B.Tech),OPEN,Gender-Neutral,4837,6199
IIT Palakkad,Computer Science and Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),8303,9127
IIT Palakkad,Computer Science and Engineering (4 Years B.Tech),OPEN (PwD),Female-only (including Supernumerary),371,371
IIT Palakkad,Computer Science and Engineering (4 Years B.Tech),SC,Gender-Neutral,475,1097
IIT Palakkad,Computer Science and Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),1821,1821
IIT Palakkad,Computer Science and Engineering (4 Years B.Tech),ST,Gender-Neutral,537,564
IIT Palakkad,Computer Science and Engineering (4 Years B.Tech),ST,Female-only (including Supernumerary),834,834
IIT Palakkad,Electrical Engineering (4 Years B.Tech),EWS,Gender-Neutral,1268,1498
IIT Palakkad,Electrical Engineering (4 Years B.Tech),EWS,Female-only (including Supernumerary),2247,2247
IIT Palakkad,Electrical Engineering (4 Years B.Tech),OBC-NCL,Gender-Neutral,3180,3764
IIT Palakkad,Electrical Engineering (4 Years B.Tech),OBC-NCL,Female-only (including Supernumerary),6969,7181
IIT Palakkad,Electrical Engineering (4 Years B.Tech),OPEN,Gender-Neutral,8381,9625
IIT Palakkad,Electrical Engineering (4 Years B.Tech),OPEN,Female-only (including Supernumerary),12222,15014
IIT Palakkad,Electrical Engineering (4 Years B.Tech),SC,Gender-Neutral,1886,2040
IIT Palakkad,Electrical Engineering (4 Years B.Tech),SC,Female-only (including Supernumerary),2488,2488
IIT Palakkad,Electrical Engineering (4 Years B.Tech),ST,Gender-Neutral,896,965
